accession,evidence,location,MANUAL_MAP
A5W4E3,ECO:0000269,Cytoplasm,Cytoplasm
E0X9C7,ECO:0000269,Cytoplasm,Cytoplasm
Q96GM8,ECO:0000269,Nucleus,Nucleus
Q96GM8,ECO:0000269,Nucleus speckle,Nucleus
P92792,ECO:0000269,Mitochondrion outer membrane,Mitochondrion
Q9NS69,ECO:0000269,Mitochondrion outer membrane,Mitochondrion
P83247,ECO:0000269,Secreted,Extracellular
Q9VH70,ECO:0000269,Nucleus,Nucleus
Q9V8P9,ECO:0000269,Nucleus,Nucleus
Q9V8P9,ECO:0000269,Chromosome,Nucleus
Q80Z37,ECO:0000269,Nucleus,Nucleus
E5FYH1,ECO:0000269,Cytoplasm,Cytoplasm
E5FYH0,ECO:0000269,Cytoplasm,Cytoplasm
C0HL06,ECO:0000269,Secreted,Extracellular
E1AWD7,ECO:0000269,Secreted,Extracellular
C3RT22,ECO:0000269,Secreted,Extracellular
P82848,ECO:0000269,Secreted,Extracellular
E7EKD0,ECO:0000269,Secreted,Extracellular
C0HL05,ECO:0000269,Secreted,Extracellular
A0A178U9Y5,ECO:0000269,Plastid,Plastid
E1AWD8,ECO:0000269,Secreted,Extracellular
E7EKD4,ECO:0000269,Secreted,Extracellular
E1B248,ECO:0000269,Secreted,Extracellular
Q9TSM6,ECO:0000269,Cell membrane,Cell.membrane
Q9TSM6,ECO:0000269,Endoplasmic reticulum,Endoplasmic.reticulum
Q9TSM6,ECO:0000269,Cytoplasm,Cytoplasm
Q63739,ECO:0000269,Cell membrane,Cell.membrane
Q63739,ECO:0000269,Endoplasmic reticulum,Endoplasmic.reticulum
Q63739,ECO:0000269,Cytoplasm,Cytoplasm
P79876,ECO:0000269,Secreted,Extracellular
P84858,ECO:0000269,Secreted,Extracellular
Q9HCN2,ECO:0000269,Mitochondrion,Mitochondrion
O65435,ECO:0000269,Plastid,Plastid
Q5M731,ECO:0000269,Plastid,Plastid
Q6XPS3,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q6XPS3,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q6XPS3,ECO:0000269,Cytoplasm,Cytoplasm
O74887,ECO:0000269,Cytoplasm,Cytoplasm
O74887,ECO:0000269,Nucleus,Nucleus
Q9BWF2,ECO:0000269,Nucleus,Nucleus
P05837,ECO:0000269,Cytoplasm,Cytoplasm
Q9UPV9,ECO:0000269,Cytoplasm,Cytoplasm
Q9UPV9,ECO:0000269,Nucleus,Nucleus
Q9UPV9,ECO:0000269,Mitochondrion,Mitochondrion
Q9UPV9,ECO:0000269,Mitochondrion membrane,Mitochondrion
Q13061,ECO:0000269,Cell membrane,Cell.membrane
Q13061,ECO:0000269,Sarcoplasmic reticulum membrane,Endoplasmic.reticulum
E9Q9K5,ECO:0000269,Sarcoplasmic reticulum membrane,Endoplasmic.reticulum
Q9QX75,ECO:0000269,Microsome,Endoplasmic.reticulum
Q9QX75,ECO:0000269,Cell membrane,Cell.membrane
A1Z8N1,ECO:0000269,Cell membrane,Cell.membrane
Q8MKK4,ECO:0000269,Cell membrane,Cell.membrane
Q9SU50,ECO:0000269,Cell membrane,Cell.membrane
Q9C035,ECO:0000269,Cytoplasm,Cytoplasm
Q0PF16,ECO:0000269,Cytoplasm,Cytoplasm
Q0PF16,ECO:0000269,Nucleus,Nucleus
P46959,ECO:0000269,Nucleus,Nucleus
Q9HGL4,ECO:0000269,Nucleus,Nucleus
P41814,ECO:0000269,Nucleus,Nucleus
Q10313,ECO:0000269,Cytoplasm,Cytoplasm
Q80ZI1,ECO:0000269,Nucleus,Nucleus
O48737,ECO:0000269,Plastid,Plastid
Q9SEU8,ECO:0000269,Plastid,Plastid
Q9SEU7,ECO:0000269,Plastid,Plastid
Q9SEU6,ECO:0000269,Plastid,Plastid
Q9ZP20,ECO:0000269,Plastid,Plastid
Q8GV05,ECO:0000269,Nucleus,Nucleus
Q99816,ECO:0000269,Cytoplasm,Cytoplasm
Q99816,ECO:0000269,Nucleus,Nucleus
Q9QZI7,ECO:0000269,Nucleus,Nucleus
Q9QZI7,ECO:0000269,Cytoplasm,Cytoplasm
P38427,ECO:0000269,Cytoplasm,Cytoplasm
Q969D9,ECO:0000269,Secreted,Extracellular
Q9JIE6,ECO:0000269,Secreted,Extracellular
Q39238,ECO:0000269,Nucleus,Nucleus
P40689,ECO:0000269,Secreted,Extracellular
Q8KBX2,ECO:0000269,Membrane,Cell.membrane
P30536,ECO:0000269,Mitochondrion membrane,Mitochondrion
Q6UN27,ECO:0000269,Mitochondrion membrane,Mitochondrion
P16257,ECO:0000269,Membrane,Cell.membrane
Q9RFC8,ECO:0000269,Membrane,Cell.membrane
Q9GMC9,ECO:0000269,Mitochondrion membrane,Mitochondrion
Q01534,ECO:0000269,Cytoplasm,Cytoplasm
Q01534,ECO:0000269,Nucleus,Nucleus
Q6PGP7,ECO:0000269,Cytoplasm,Cytoplasm
Q6PGP7,ECO:0000269,Nucleus,Nucleus
Q80UG8,ECO:0000269,Cytoplasm,Cytoplasm
Q6EMB2,ECO:0000269,Nucleus,Nucleus
Q6EMB2,ECO:0000269,Cytoplasm,Cytoplasm
Q8CHB8,ECO:0000269,Cytoplasm,Cytoplasm
Q8N841,ECO:0000269,Cytoplasm,Cytoplasm
A4Q9E8,ECO:0000269,Cytoplasm,Cytoplasm
A4Q9F0,ECO:0000269,Cytoplasm,Cytoplasm
A2APC3,ECO:0000269,Cytoplasm,Cytoplasm
F4JRR5,ECO:0000269,Nucleus,Nucleus
P0A890,ECO:0000269,Cytoplasm,Cytoplasm
Q8WQX6,ECO:0000269,Mitochondrion,Mitochondrion
P36164,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q91YR1,ECO:0000269,Cytoplasm,Cytoplasm
C0HK26,ECO:0000269,Secreted,Extracellular
P0DSJ5,ECO:0000269,Secreted,Extracellular
A0A348G5V8,ECO:0000269,Secreted,Extracellular
P0C293,ECO:0000269,Secreted,Extracellular
P0CI04,ECO:0000269,Secreted,Extracellular
Q9Y6I9,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q9Y6I9,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
P86418,ECO:0000269,Secreted,Extracellular
B3EWT3,ECO:0000269,Secreted,Extracellular
B3EWT4,ECO:0000269,Secreted,Extracellular
P83996,ECO:0000269,Secreted,Extracellular
P83892,ECO:0000269,Secreted,Extracellular
P85267,ECO:0000269,Secreted,Extracellular
P84013,ECO:0000269,Secreted,Extracellular
P29426,ECO:0000269,Secreted,Extracellular
C0HJK4,ECO:0000269,Secreted,Extracellular
A0A059T2H4,ECO:0000269,Secreted,Extracellular
P0CF03,ECO:0000269,Secreted,Extracellular
Q26464,ECO:0000269,Secreted,Extracellular
I6S390,ECO:0000269,Secreted,Extracellular
P0DPC2,ECO:0000269,Secreted,Extracellular
P01478,ECO:0000269,Secreted,Extracellular
P0DL80,ECO:0000269,Secreted,Extracellular
P0DL79,ECO:0000269,Secreted,Extracellular
P85497,ECO:0000269,Secreted,Extracellular
P61230,ECO:0000269,Secreted,Extracellular
P60514,ECO:0000269,Secreted,Extracellular
P85504,ECO:0000269,Secreted,Extracellular
P49268,ECO:0000269,Secreted,Extracellular
P86269,ECO:0000269,Secreted,Extracellular
Q9NUW8,ECO:0000269,Nucleus,Nucleus
Q9NUW8,ECO:0000269,Cytoplasm,Cytoplasm
Q8BJ37,ECO:0000269,Nucleus,Nucleus
Q8BJ37,ECO:0000269,Cytoplasm,Cytoplasm
Q9USG9,ECO:0000269,Nucleus,Nucleus
P38319,ECO:0000269,Nucleus,Nucleus
O95551,ECO:0000269,Nucleus,Nucleus
O95551,ECO:0000269,Cytoplasm,Cytoplasm
Q08960,ECO:0000269,Endoplasmic reticulum,Endoplasmic.reticulum
Q09832,ECO:0000269,Cytoplasm,Cytoplasm
Q09832,ECO:0000269,Nucleus,Nucleus
Q04235,ECO:0000269,Cytoplasm,Cytoplasm
Q9S709,ECO:0000269,Nucleus speckle,Nucleus
Q9FMY5,ECO:0000269,Nucleus speckle,Nucleus
Q15696,ECO:0000269,Nucleus,Nucleus
A1L167,ECO:0000269,Nucleus,Nucleus
K4D422,ECO:0000269,Cytoplasm,Cytoplasm
K4D422,ECO:0000269,Nucleus,Nucleus
Q9LR44,ECO:0000269,Cytoplasm,Cytoplasm
Q7TSS2,ECO:0000269,Nucleus,Nucleus
Q7TSS2,ECO:0000269,Cytoplasm,Cytoplasm
Q8WVN8,ECO:0000269,Cytoplasm,Cytoplasm
P63279,ECO:0000269,Nucleus,Nucleus
P63279,ECO:0000269,Cytoplasm,Cytoplasm
P63280,ECO:0000269,Nucleus,Nucleus
P63280,ECO:0000269,Cytoplasm,Cytoplasm
P63281,ECO:0000269,Nucleus,Nucleus
P63281,ECO:0000269,Cytoplasm,Cytoplasm
P40984,ECO:0000269,Nucleus,Nucleus
P50623,ECO:0000269,Nucleus,Nucleus
Q8WVY7,ECO:0000269,Nucleus,Nucleus
P25534,ECO:0000269,Cytoplasm,Cytoplasm
P25535,ECO:0000269,Cytoplasm,Cytoplasm
O94966,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q6J1Y9,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
O94782,ECO:0000269,Nucleus,Nucleus
Q9M427,ECO:0000269,Nucleus,Nucleus
Q9Y2K6,ECO:0000269,Cytoplasm,Cytoplasm
Q7JKC3,ECO:0000269,Nucleus,Nucleus
Q93009,ECO:0000269,Nucleus,Nucleus
Q93009,ECO:0000269,Cytoplasm,Cytoplasm
Q93009,ECO:0000269,Chromosome,Nucleus
P40453,ECO:0000269,Cytoplasm,Cytoplasm
P40818,ECO:0000269,Cytoplasm,Cytoplasm
P40818,ECO:0000269,Cell membrane,Cell.membrane
Q80U87,ECO:0000269,Cytoplasm,Cytoplasm
Q80U87,ECO:0000269,Nucleus,Nucleus
Q9P7V9,ECO:0000269,Nucleus,Nucleus
Q9P7V9,ECO:0000269,Cytoplasm,Cytoplasm
Q5ZLR5,ECO:0000269,Mitochondrion inner membrane,Mitochondrion
Q05888,ECO:0000269,Cell membrane,Cell.membrane
Q9P6S3,ECO:0000269,Cytoplasm,Cytoplasm
B9FXT3,ECO:0000269,Nucleus,Nucleus
P30530,ECO:0000269,Cell membrane,Cell.membrane
Q6SWC3,ECO:0000269,Secreted,Extracellular
Q13564,ECO:0000269,Cell membrane,Cell.membrane
O08721,ECO:0000269,Cell membrane,Cell.membrane
Q8IZJ1,ECO:0000269,Cell membrane,Cell.membrane
Q8K1S3,ECO:0000269,Cell membrane,Cell.membrane
O08722,ECO:0000269,Cell membrane,Cell.membrane
O95185,ECO:0000269,Cell membrane,Cell.membrane
O95185,ECO:0000269,Cell surface,Extracellular
O08747,ECO:0000269,Cell membrane,Cell.membrane
Q761X5,ECO:0000269,Cell junction,Cell.membrane
Q6UXZ4,ECO:0000269,Cell membrane,Cell.membrane
Q8K1S2,ECO:0000269,Cell membrane,Cell.membrane
F1LW30,ECO:0000269,Cell membrane,Cell.membrane
P85490,ECO:0000269,Secreted,Extracellular
P85491,ECO:0000269,Secreted,Extracellular
P85492,ECO:0000269,Secreted,Extracellular
Q9US43,ECO:0000269,Cytoplasm,Cytoplasm
Q9US43,ECO:0000269,Nucleus,Nucleus
Q9SJM7,ECO:0000269,Cytoplasm,Cytoplasm
Q04179,ECO:0000269,Cytoplasm,Cytoplasm
Q04179,ECO:0000269,Nucleus,Nucleus
Q7KU86,ECO:0000269,Cytoplasm,Cytoplasm
P86965,ECO:0000269,Secreted,Extracellular
H2A0M8,ECO:0000269,Secreted,Extracellular
B3A0P9,ECO:0000269,Secreted,Extracellular
H2A0M9,ECO:0000269,Secreted,Extracellular
B3A0Q0,ECO:0000269,Secreted,Extracellular
H2A0N0,ECO:0000269,Secreted,Extracellular
H2A0N3,ECO:0000269,Secreted,Extracellular
H2A0N6,ECO:0000269,Secreted,Extracellular
B3A0Q4,ECO:0000269,Secreted,Extracellular
H2A0N7,ECO:0000269,Secreted,Extracellular
Q93008,ECO:0000269,Cytoplasm,Cytoplasm
H2A0N8,ECO:0000269,Secreted,Extracellular
Q9BVJ6,ECO:0000269,Nucleus,Nucleus
Q13336,ECO:0000269,Cell membrane,Cell.membrane
P97689,ECO:0000269,Cell membrane,Cell.membrane
P82340,ECO:0000269,Plastid,Plastid
P82341,ECO:0000269,Plastid,Plastid
Q62668,ECO:0000269,Apical cell membrane,Cell.membrane
P0DPU0,ECO:0000269,Secreted,Extracellular
P0DPV2,ECO:0000269,Secreted,Extracellular
P0DPU1,ECO:0000269,Secreted,Extracellular
P0C8D4,ECO:0000269,Secreted,Extracellular
P0C8D6,ECO:0000269,Secreted,Extracellular
P0C8D5,ECO:0000269,Secreted,Extracellular
P0C8D7,ECO:0000269,Secreted,Extracellular
P0C8D8,ECO:0000269,Secreted,Extracellular
P83377,ECO:0000269,Secreted,Extracellular
P86686,ECO:0000269,Secreted,Extracellular
Q54NW7,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
Q54NW7,ECO:0000269,Lysosome membrane,Lysosome/Vacuole
O74509,ECO:0000269,Vacuole,Lysosome/Vacuole
P63027,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
P63045,ECO:0000269,Cell membrane,Cell.membrane
Q9SZY7,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q9SZY7,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q9SLA2,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q9SLA2,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
B2D0J4,ECO:0000269,Secreted,Extracellular
P11473,ECO:0000269,Nucleus,Nucleus
P11473,ECO:0000269,Cytoplasm,Cytoplasm
Q8BLE7,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
Q8BLE7,ECO:0000269,Cell junction,Cell.membrane
Q9JI12,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
Q9JI12,ECO:0000269,Cell junction,Cell.membrane
Q7TSF2,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
Q7TSF2,ECO:0000269,Cell junction,Cell.membrane
Q8WQ85,ECO:0000269,Membrane,Cell.membrane
Q8WQ85,ECO:0000269,Cytoplasm,Cytoplasm
O81643,ECO:0000269,Cytoplasm,Cytoplasm
O81644,ECO:0000269,Cytoplasm,Cytoplasm
O81645,ECO:0000269,Cytoplasm,Cytoplasm
O65570,ECO:0000269,Cytoplasm,Cytoplasm
Q9LVC6,ECO:0000269,Cytoplasm,Cytoplasm
P02640,ECO:0000269,Cytoplasm,Cytoplasm
O76908,ECO:0000269,Chromosome,Nucleus
P38435,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q9BQB6,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q6TEK4,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
J4KLP6,ECO:0000269,Vacuole,Lysosome/Vacuole
Q9VIP8,ECO:0000269,Cytoplasm,Cytoplasm
P84035,ECO:0000269,Secreted,Extracellular
P0C7B1,ECO:0000269,Secreted,Extracellular
P39115,ECO:0000269,Cytoplasm,Cytoplasm
P86343,ECO:0000269,Secreted,Extracellular
P86338,ECO:0000269,Secreted,Extracellular
O13821,ECO:0000269,Cytoplasm,Cytoplasm
Q9P1Q0,ECO:0000269,Golgi apparatus,Golgi.apparatus
Q9JMK8,ECO:0000269,Membrane,Cell.membrane
O14093,ECO:0000269,Golgi apparatus,Golgi.apparatus
Q9UUH1,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q9C0U7,ECO:0000269,Cytoplasm,Cytoplasm
Q9C0U7,ECO:0000269,Golgi apparatus,Golgi.apparatus
P85109,ECO:0000269,Secreted,Extracellular
Q91053,ECO:0000269,Secreted,Extracellular
P20005,ECO:0000269,Secreted,Extracellular
P84788,ECO:0000269,Secreted,Extracellular
Q6UX27,ECO:0000269,Secreted,Extracellular
T1NXB5,ECO:0000269,Secreted,Extracellular
Q9D806,ECO:0000269,Cell membrane,Cell.membrane
P84746,ECO:0000269,Secreted,Extracellular
P84747,ECO:0000269,Secreted,Extracellular
P84745,ECO:0000269,Secreted,Extracellular
Q8R2Z5,ECO:0000269,Secreted,Extracellular
Q07833,ECO:0000269,Secreted,Extracellular
P83952,ECO:0000269,Secreted,Extracellular
Q9XGY6,ECO:0000269,Microsome membrane,Endoplasmic.reticulum
Q9BV38,ECO:0000269,Nucleus,Nucleus
Q4VBE8,ECO:0000269,Nucleus,Nucleus
Q4VBE8,ECO:0000269,Cytoplasm,Cytoplasm
Q3UGF1,ECO:0000269,Cytoplasm,Cytoplasm
Q9W7F2,ECO:0000269,Cell membrane,Cell.membrane
Q9W7F2,ECO:0000269,Cytoplasm,Cytoplasm
Q9W7F2,ECO:0000269,Nucleus,Nucleus
Q9VU68,ECO:0000269,Cytoplasm,Cytoplasm
O75083,ECO:0000269,Cell junction,Cell.membrane
Q5RKI0,ECO:0000269,Cytoplasm,Cytoplasm
Q09873,ECO:0000269,Cytoplasm,Cytoplasm
Q09873,ECO:0000269,Nucleus,Nucleus
Q9FND4,ECO:0000269,Cytoplasm,Cytoplasm
Q9V3J8,ECO:0000269,Nucleus,Nucleus
P0C1S8,ECO:0000269,Nucleus,Nucleus
A4PES0,ECO:0000269,Nucleus,Nucleus
Q9VJN5,ECO:0000269,Cell membrane,Cell.membrane
Q9SEI0,ECO:0000269,Nucleus,Nucleus
O88286,ECO:0000269,Nucleus,Nucleus
O04193,ECO:0000269,Cytoplasm,Cytoplasm
Q9M047,ECO:0000269,Cytoplasm,Cytoplasm
Q94JX5,ECO:0000269,Cytoplasm,Cytoplasm
Q7YWX7,ECO:0000269,Cell membrane,Cell.membrane
Q7YWX7,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q7YWX7,ECO:0000269,Basal cell membrane,Cell.membrane
Q95ST2,ECO:0000269,Cell junction,Cell.membrane
Q95ST2,ECO:0000269,Cell membrane,Cell.membrane
Q95ST2,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q95ST2,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
O00755,ECO:0000269,Secreted,Extracellular
Q9SUP6,ECO:0000269,Nucleus,Nucleus
Q6EPZ0,ECO:0000269,Nucleus,Nucleus
Q9LY00,ECO:0000269,Nucleus,Nucleus
P22985,ECO:0000269,Peroxisome,Peroxisome
P22985,ECO:0000269,Cytoplasm,Cytoplasm
Q9UT60,ECO:0000269,Cytoplasm,Cytoplasm
Q9UT60,ECO:0000269,Nucleus,Nucleus
P39102,ECO:0000269,Mitochondrion outer membrane,Mitochondrion
G4ZHR2,ECO:0000269,Secreted,Extracellular
C0HKM0,ECO:0000269,Secreted,Extracellular
C0HKM1,ECO:0000269,Secreted,Extracellular
C0HKM2,ECO:0000269,Secreted,Extracellular
P08045,ECO:0000269,Cytoplasm,Cytoplasm
Q8VXZ5,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q6PP77,ECO:0000269,Cell membrane,Cell.membrane
Q5GH77,ECO:0000269,Cell membrane,Cell.membrane
D0U690,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
P47165,ECO:0000269,Cytoplasm,Cytoplasm
A2QTU5,ECO:0000269,Secreted,Extracellular
Q86Y38,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q86Y38,ECO:0000269,Secreted,Extracellular
Q811B1,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q9H1B5,ECO:0000269,Secreted,Extracellular
Q9LDH0,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
C0LGJ1,ECO:0000269,Mitochondrion membrane,Mitochondrion
Q9LRP3,ECO:0000269,Cell membrane,Cell.membrane
Q8L733,ECO:0000269,Mitochondrion,Mitochondrion
Q8LDV3,ECO:0000269,Plastid,Plastid
Q8Y8L7,ECO:0000269,Secreted,Extracellular
Q10058,ECO:0000269,Cytoplasm,Cytoplasm
Q10073,ECO:0000269,Mitochondrion,Mitochondrion
O14338,ECO:0000269,Nucleus,Nucleus
O14359,ECO:0000269,Cytoplasm,Cytoplasm
O14359,ECO:0000269,Nucleus,Nucleus
O42927,ECO:0000269,Nucleus,Nucleus
O42928,ECO:0000269,Nucleus,Nucleus
O59712,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
O59714,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
O59716,ECO:0000269,Cytoplasm,Cytoplasm
O59716,ECO:0000269,Nucleus,Nucleus
Q1MTS0,ECO:0000269,Nucleus,Nucleus
O59719,ECO:0000269,Cytoplasm,Cytoplasm
O59719,ECO:0000269,Nucleus,Nucleus
O94622,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
O94622,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q9URV8,ECO:0000269,Cytoplasm,Cytoplasm
O94708,ECO:0000269,Nucleus,Nucleus
Q7Z9I3,ECO:0000269,Cytoplasm,Cytoplasm
Q7Z9I3,ECO:0000269,Nucleus,Nucleus
Q7Z9I2,ECO:0000269,Cytoplasm,Cytoplasm
Q7Z9I2,ECO:0000269,Nucleus,Nucleus
O74519,ECO:0000269,Cytoplasm,Cytoplasm
O74519,ECO:0000269,Nucleus,Nucleus
O74521,ECO:0000269,Cytoplasm,Cytoplasm
Q07555,ECO:0000269,Cytoplasm,Cytoplasm
Q07555,ECO:0000269,Nucleus,Nucleus
Q03899,ECO:0000269,Vacuole,Lysosome/Vacuole
Q03900,ECO:0000269,Cytoplasm,Cytoplasm
Q03900,ECO:0000269,Nucleus,Nucleus
Q07589,ECO:0000269,Cytoplasm,Cytoplasm
Q07589,ECO:0000269,Nucleus,Nucleus
O14158,ECO:0000269,Mitochondrion,Mitochondrion
O14306,ECO:0000269,Cytoplasm,Cytoplasm
Q07451,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
O95619,ECO:0000269,Nucleus,Nucleus
O13704,ECO:0000269,Mitochondrion,Mitochondrion
O94378,ECO:0000269,Cytoplasm,Cytoplasm
O94730,ECO:0000269,Cytoplasm,Cytoplasm
O42953,ECO:0000269,Nucleus,Nucleus
O42953,ECO:0000269,Cytoplasm,Cytoplasm
Q7Z995,ECO:0000269,Cytoplasm,Cytoplasm
Q7Z995,ECO:0000269,Mitochondrion,Mitochondrion
Q7Z995,ECO:0000269,Nucleus,Nucleus
O74809,ECO:0000269,Nucleus,Nucleus
P38616,ECO:0000269,Secreted,Extracellular
Q9P7W7,ECO:0000269,Cytoplasm,Cytoplasm
Q9P7W7,ECO:0000269,Nucleus,Nucleus
Q9P7W1,ECO:0000269,Mitochondrion,Mitochondrion
Q9Y7Y3,ECO:0000269,Nucleus,Nucleus
Q9HDV2,ECO:0000269,Endoplasmic reticulum,Endoplasmic.reticulum
P38727,ECO:0000269,Cell membrane,Cell.membrane
Q9HDV0,ECO:0000269,Cytoplasm,Cytoplasm
Q9HDV0,ECO:0000269,Nucleus,Nucleus
Q9HDU9,ECO:0000269,Cytoplasm,Cytoplasm
Q9HDU9,ECO:0000269,Nucleus,Nucleus
Q9HDU8,ECO:0000269,Cytoplasm,Cytoplasm
Q9HDU8,ECO:0000269,Endoplasmic reticulum,Endoplasmic.reticulum
Q9HDU8,ECO:0000269,Golgi apparatus,Golgi.apparatus
Q9HDU7,ECO:0000269,Cytoplasm,Cytoplasm
Q9HDU7,ECO:0000269,Nucleus,Nucleus
Q9HDU4,ECO:0000269,Cytoplasm,Cytoplasm
Q9HDU4,ECO:0000269,Nucleus,Nucleus
P0CU00,ECO:0000269,Cytoplasm,Cytoplasm
P0CU00,ECO:0000269,Nucleus,Nucleus
Q9P7U2,ECO:0000269,Cytoplasm,Cytoplasm
Q9P7U2,ECO:0000269,Nucleus,Nucleus
Q9P7U1,ECO:0000269,Cytoplasm,Cytoplasm
Q9P7U1,ECO:0000269,Nucleus,Nucleus
Q9UT54,ECO:0000269,Mitochondrion,Mitochondrion
Q9US01,ECO:0000269,Cytoplasm,Cytoplasm
Q9US01,ECO:0000269,Nucleus,Nucleus
Q9HDT8,ECO:0000269,Cytoplasm,Cytoplasm
P47131,ECO:0000269,Mitochondrion,Mitochondrion
O74915,ECO:0000269,Cytoplasm,Cytoplasm
O74915,ECO:0000269,Nucleus,Nucleus
O74921,ECO:0000269,Golgi apparatus,Golgi.apparatus
O74923,ECO:0000269,Endoplasmic reticulum,Endoplasmic.reticulum
O74875,ECO:0000269,Cytoplasm,Cytoplasm
Q06107,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q9P7U7,ECO:0000269,Cytoplasm,Cytoplasm
Q9P7U7,ECO:0000269,Nucleus,Nucleus
Q06523,ECO:0000269,Cytoplasm,Cytoplasm
A5A621,ECO:0000269,Cytoplasm,Cytoplasm
Q12346,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
O74628,ECO:0000269,Cytoplasm,Cytoplasm
O94733,ECO:0000269,Cytoplasm,Cytoplasm
O94733,ECO:0000269,Nucleus,Nucleus
Q9Y7P8,ECO:0000269,Cytoplasm,Cytoplasm
Q9Y7P8,ECO:0000269,Nucleus membrane,Nucleus
Q9Y7P9,ECO:0000269,Cytoplasm,Cytoplasm
Q9Y7P9,ECO:0000269,Nucleus,Nucleus
Q76PC4,ECO:0000269,Cytoplasm,Cytoplasm
Q76PC4,ECO:0000269,Nucleus,Nucleus
O94580,ECO:0000269,Cytoplasm,Cytoplasm
O94580,ECO:0000269,Nucleus,Nucleus
O94583,ECO:0000269,Mitochondrion,Mitochondrion
O94585,ECO:0000269,Nucleus,Nucleus
O94585,ECO:0000269,Cytoplasm,Cytoplasm
P54483,ECO:0000269,Secreted,Extracellular
P54483,ECO:0000269,Membrane,Cell.membrane
O94419,ECO:0000269,Nucleus,Nucleus
O94419,ECO:0000269,Cytoplasm,Cytoplasm
P54484,ECO:0000269,Secreted,Extracellular
P64567,ECO:0000269,Cytoplasm,Cytoplasm
O94420,ECO:0000269,Nucleus,Nucleus
P36036,ECO:0000269,Nucleus,Nucleus
O13794,ECO:0000269,Cytoplasm,Cytoplasm
O13794,ECO:0000269,Nucleus,Nucleus
Q06224,ECO:0000269,Nucleus,Nucleus
P42111,ECO:0000269,Secreted,Extracellular
P0AF36,ECO:0000269,Cytoplasm,Cytoplasm
Q6ZSB9,ECO:0000269,Cytoplasm,Cytoplasm
Q6ZSB9,ECO:0000269,Nucleus,Nucleus
O95365,ECO:0000269,Nucleus,Nucleus
O88939,ECO:0000269,Nucleus,Nucleus
Q9QZ48,ECO:0000269,Nucleus,Nucleus
Q64321,ECO:0000269,Nucleus,Nucleus
Q8WTX9,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q8WTX9,ECO:0000269,Golgi apparatus,Golgi.apparatus
Q9UIJ5,ECO:0000269,Cell membrane,Cell.membrane
Q9UIJ5,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q9UIJ5,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
P59267,ECO:0000269,Cell membrane,Cell.membrane
Q9JKR5,ECO:0000269,Cell junction,Cell.membrane
Q9NYG2,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q8R173,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q2TGK3,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
A0R2W4,ECO:0000269,Cell membrane,Cell.membrane
P9WFF5,ECO:0000269,Cytoplasm,Cytoplasm
P9WFF5,ECO:0000269,Cell membrane,Cell.membrane
